No,Nama,LLDikti,
3925,STIU Darul Hikmah Bekasi,,
3926,STIU Dirosat Islamiyah Al-Hikmah Jakarta Selatan,,
3927,STK St. Yakobus Merauke,,
3928,STK Touye Paapaa Deiyai Keuskupan Timika,,
3929,STKIP  La Tansa Mashiro,4,
3930,STKIP Abdi Wacana Wamena,14,
3931,STKIP Adzkia,10,
3932,STKIP Agama Hindu Amlapura,8,
3933,STKIP Agama Hindu Singaraja,8,
3934,STKIP Ahlussunnah,10,
3935,STKIP Aisyiyah Riau,10,
3936,STKIP Al Amin Dompu,8,
3937,STKIP Al Azhar Diniyyah Jambi,10,
3938,STKIP Al Hikmah Surabaya,7,
3939,STKIP Al-Washliyah,13,
3940,STKIP Andi Mattappa,9,
3941,STKIP An-nur Nangro Aceh,13,
3942,STKIP Arrahmaniyah,4,
3943,STKIP Babunnajah Pandeglang,4,
3944,STKIP Banten,4,
3945,STKIP Bima,8,
3946,STKIP Bina Bangsa Getsempena,13,
3947,STKIP Bina Bangsa Meulaboh,13,
3948,STKIP Bina Insan Mandiri,7,
3949,STKIP Budidaya,1,
3950,STKIP Bumi Persada Lhokseumawe,13,
3951,STKIP Citra Bina Nusantara,15,
3952,STKIP Dampal Selatan,16,
3953,STKIP Darud Da Wah Wal Irsyad Pinrang,9,
3954,STKIP Darussalam Cilacap,6,
3955,STKIP Gotong Royong Masohi,12,
3956,STKIP Hamzar,8,
3957,STKIP Harapan Bima,8,
3958,STKIP Hatta Sjahrir,12,
3959,STKIP Hermon Timika,14,
3960,STKIP Hunimua,12,
3961,STKIP Islam Sabilal Muhtadin Banjarmasin,11,
3962,STKIP Ita Wotu Nusa,12,
3963,STKIP Kie Raha,12,
3964,STKIP Kristen Wamena,14,
3965,STKIP Kusumanegara,3,
3966,STKIP Labuhan Batu,1,
3967,STKIP Majenang,6,
3968,STKIP Modern Ngawi,7,
3969,STKIP Muhammadiyah Aceh Tengah,13,
3970,STKIP Muhammadiyah Bangka Belitung,2,
3971,STKIP Muhammadiyah Barru,9,
3972,STKIP Muhammadiyah Blora,6,
3973,STKIP Muhammadiyah Bogor,4,
3974,STKIP Muhammadiyah Bone,9,
3975,STKIP Muhammadiyah Bulukumba,9,
3976,STKIP Muhammadiyah Kalabahi,15,
3977,STKIP Muhammadiyah Kuningan,4,
3978,STKIP Muhammadiyah Lumajang,7,
3979,STKIP Muhammadiyah Manokwari,14,
3980,STKIP Muhammadiyah Muara Bungo,10,
3981,STKIP Muhammadiyah Palopo,9,
3982,STKIP Muhammadiyah Sampit,11,
3983,STKIP Muhammadiyah Sorong,14,
3984,STKIP Muhammadiyah Sungai Penuh,10,
3985,STKIP Mutiara Banten,4,
3986,STKIP Nahdlatul Ulama Indramayu,4,
3987,STKIP Nahdlatul Ulama Kabupaten Tegal,6,
3988,STKIP Nasional,10,
3989,STKIP Nias Selatan,1,
3990,STKIP Nurul Huda Di Sukaraja,2,
3991,STKIP Nusa Bunga Floresta,15,
3992,STKIP Pamane Talino,11,
3993,STKIP Panca Sakti Bekasi,4,
3994,STKIP PANCAKARYA,4,
3995,STKIP Pangeran Antasari,1,
3996,STKIP Pangeran Dharma Kusuma Segeran Juntinyuat Indramayu,4,
3997,STKIP Paracendekia N W Sumbawa,8,
3998,STKIP Paris Barantai,11,
3999,STKIP Pelita Nusantara Buton,9,
4000,STKIP Pelita Pratama,4,
4001,STKIP Pembangunan Indonesia,9,
4002,STKIP Persada Khatulistiwa,11,
4003,STKIP Persada Khatulistiwa Sintang,11,
4004,STKIP Persatuan Islam,4,
4005,STKIP Pesisir Selatan,10,
4006,STKIP PGRI Bandar Lampung,2,
4007,STKIP PGRI Bangkalan,7,
4008,STKIP PGRI Banjarmasin,11,
4009,STKIP PGRI Blitar,7,
4010,STKIP PGRI Jombang,7,
4011,STKIP PGRI Lamongan,7,
4012,STKIP PGRI Lubuk Linggau,2,
4013,STKIP PGRI Lumajang,7,
4014,STKIP PGRI Metro,2,
4015,STKIP PGRI Nganjuk,7,
4016,STKIP PGRI Pacitan,7,
4017,STKIP PGRI Pasuruan,7,
4018,STKIP PGRI Ponorogo,7,
4019,STKIP PGRI Sampang,7,
4020,STKIP PGRI Sidoarjo,7,
4021,STKIP PGRI Sukabumi,4,
4022,STKIP PGRI Sumatera Barat,10,
4023,STKIP PGRI Sumenep,7,
4024,STKIP PGRI Trenggalek,7,
4025,STKIP PGRI Tulungagung,7,
4026,STKIP Puangrimaggalatung Sengkang,9,
4027,STKIP Purnama,3,
4028,STKIP Rokania,10,
4029,STKIP Santu Paulus,15,
4030,STKIP Sebelas April,4,
4031,STKIP Sera,4,
4032,STKIP Setiabudhi,4,
4033,STKIP Siliwangi,4,
4034,STKIP Simbiosis,15,
4035,STKIP Sinar Cendekia,4,
4036,STKIP Sinar Pancasila,15,
4037,STKIP Singkawang,11,
4038,STKIP Situs Banten Di Serang,4,
4039,STKIP Soe,15,
4040,STKIP Suar Bangli,8,
4041,STKIP Subang,4,
4042,STKIP Surya,4,
4043,STKIP Syekh Manshur,4,
4044,STKIP Taman Siswa Bima,8,
4045,STKIP Tunas Palapa,2,
4046,STKIP Veteran Sidrap,9,
4047,STKIP Weetebula,15,
4048,STKIP Widyaswara Indonesia,10,
4049,STKIP Yapis Dompu,8,
4050,STKIP Yapti Jeneponto,9,
4051,STKIP Yasika,4,
4052,STKIP Yayasan Abdi Pendidikan,10,
4053,STKIP YDB Lubuk Alung,10,
4054,STKIP YPM Bangko,10,
4055,STKIP YPUP Makassar,9,
4056,STKPK  Bina Insan,,
4057,STMIK Adhi Guna,16,
4058,STMIK Akakom,5,
4059,STMIK AKAKOM,5,
4060,STMIK AKI Pati,6,
4061,STMIK Amik Bandung,4,
4062,STMIK Amik Riau,10,
4063,STMIK Amikom Purwokerto,6,
4064,STMIK Asia Malang,7,
4065,STMIK AUB Surakarta,6,
4066,STMIK Bandung Bali,8,
4067,STMIK Bani Saleh,4,
4068,STMIK Banjarbaru,11,
4069,STMIK Bina Bangsa,13,
4070,STMIK Bina Insani,4,
4071,STMIK Bina Mulia,16,
4072,STMIK Bina Patria,6,
4073,STMIK Borneo Internasional,11,
4074,STMIK Budi Darma,1,
4075,STMIK Bumi Gora,8,
4076,STMIK Catur Sakti Kendari,9,
4077,STMIK Cikarang,4,
4078,STMIK Citra Mandiri Padangsidimpuan,1,
4079,STMIK DCI,4,
4080,STMIK Dharma Negara,4,
4081,STMIK Dharma Putra,4,
4082,STMIK Dharma Wacana,2,
4083,STMIK Dian Cipta Cendikia Kotabumi,2,
4084,STMIK Dipanegara Makassar,9,
4085,STMIK Dumai,10,
4086,STMIK Eresha,3,
4087,STMIK Global Informatika Mdp,2,
4088,STMIK Handayani Makassar,9,
4089,STMIK Hang Tuah Pekanbaru,10,
4090,STMIK Hasan Sulur Wonomulyo,9,
4091,STMIK Himsya,6,
4092,STMIK IBBI,1,
4093,STMIK IKMI Cirebon,4,
4094,STMIK Indonesia Banda Aceh,13,
4095,STMIK Indonesia Banjarmasin,11,
4096,STMIK Indonesia Jakarta,3,
4097,STMIK Indonesia Padang,10,
4098,STMIK Indragiri,10,
4099,STMIK Islam Internasional,3,
4100,STMIK ITMI Medan,1,
4101,STMIK Jabar,4,
4102,STMIK Jakarta Sti&amp;k,3,
4103,STMIK Jaya Nusa,10,
4104,STMIK Kadiri,7,
4105,STMIK Kaputama,1,
4106,STMIK Kharisma Karawang,4,
4107,STMIK Kharisma Makassar,9,
4108,STMIK Kreatindo Manokwari,14,
4109,STMIK Kristen Neumann Indonesia,1,
4110,STMIK Likmi,4,
4111,STMIK Logika,1,
4112,STMIK Lombok,8,
4113,STMIK Mardira Indonesia,4,
4114,STMIK Masa Depan,4,
4115,STMIK MBC Palembang,2,
4116,STMIK Mercusuar,4,
4117,STMIK Methodist Binjai,1,
4118,STMIK MIC Cikarang,4,
4119,STMIK Mikroskil,1,
4120,STMIK Mitra Lampung,2,
4121,STMIK Muhammadiyah Banten,4,
4122,STMIK Muhammadiyah Paguyangan Brebes,6,
4123,STMIK Multicom Bolaan Mongondow,16,
4124,STMIK Musi Rawas,2,
4125,STMIK Nurdin Hamzah,10,
4126,STMIK Nusa Mandiri Jakarta,3,
4127,STMIK Palangka Raya,11,
4128,STMIK Palcomtech,2,
4129,STMIK Pamitran,4,
4130,STMIK Parnaraya,16,
4131,STMIK Pasim Sukabumi,4,
4132,STMIK Pelita Nusantara Medan,1,
4133,STMIK PGRI Tangerang,4,
4134,STMIK PPKIA Pradnya Paramita,7,
4135,STMIK PPKIA Tarakanita Rahmawati Tarakan,11,
4136,STMIK Pranata Indonesia,4,
4137,STMIK Primakara,8,
4138,STMIK Pringsewu,2,
4139,STMIK Profesional Makassar,9,
4140,STMIK Raharja,4,
4141,STMIK Rosma,4,
4142,STMIK Sentra Pendidikan Bisnis,11,
4143,STMIK Sinar Nusantara,6,
4144,STMIK Subang,4,
4145,STMIK Surya Intan,2,
4146,STMIK Swadharma,3,
4147,STMIK Tasikmalaya,4,
4148,STMIK Tidore Mandiri,12,
4149,STMIK Time,1,
4150,STMIK Triguna Dharma,1,
4151,STMIK Triguna Utama,4,
4152,STMIK Tulus Cendekia,4,
4153,STMIK Tunas Bangsa,2,
4154,STMIK Widuri,3,
4155,STMIK Widya Cipta Dharma,11,
4156,STMIK Widya Dharma,11,
4157,STMIK Widya Pratama,6,
4158,STMIK Widya Utama,6,
4159,STMIK WIT Cirebon,4,
4160,STMIK Yadika Bangil,7,
4161,STMIK YMI Tegal,6,
4162,STP Dian Mandala Gunung Sitoli Nias Keuskupan Sibolga,,
4163,STP Don Bosco Tomohon,,
4164,STP- IPI Malang,,
4165,STP St. Bonaventura Delitua Medan,,
4166,STPAK St. Yohanes Penginjil Ambon,,
4167,STPK St. Benediktus,,
4168,STPK St. Yohanes Rasul Jayapura,,
4169,STT  Internasional Harvest Semarang,,
4170,STT Agape Indonesia Misi Internasional (AIMI),,
4171,STT Anugerah Sinagoge Medan,,
4172,STT Anugrah,,
4173,STT Anugrah Indonesia,,
4174,STT ARASTAMAR MATARAM,,
4175,STT ARASTAMAR RIAU,,
4176,STT ARASTAMAR WAMENA,,
4177,STT Bala Keselamatan Palu,,
4178,STT Berita Kitab Wahyu International,,
4179,STT Bethel Bekasi,,
4180,STT Bethel Indonesia Jakarta,,
4181,STT Biblika Jakarta,,
4182,STT Bina Muda Wirawan Tangerang,,
4183,STT BISANRY MAKASSAR,,
4184,STT Ebenhaezer Tanjung Enim,,
4185,STT EKUMENE JAKARTA,,
4186,STT Gereja Injili Di Indonesia,,
4187,STT Gereja Kristen Sumba,,
4188,STT IKAT Di Batam,,
4189,STT Indonesia Manado (STTI Manado),,
4190,STT INJILI ARASTAMAR NIAS SELATAN,,
4191,STT Injili Di Palembang,,
4192,STT INJILI INDONESIA KUPANG,,
4193,STT Injili Indonesia Medan,,
4194,STT INJILI JAKARTA,,
4195,STT INJILI SETIA SIAU,,
4196,STT Internasional Harvest Tangerang,,
4197,STT Kalam Mulia Bandung,,
4198,STT Kasih Mentawai,,
4199,STT Kerusso Indonesia Bekasi,,
4200,STT Lighthouse Equipping Theological School (Lets),,
4201,STT Lintas Budaya Batam,,
4202,STT MINYAK DAN GAS CILACAP,,
4203,STT Minyak Dan Gas Cilacap,6,
4204,STT Oikumene Injili Sidikalang,,
4205,STT Pelita Dunia Banten,,
4206,STT Pelita Hati,,
4207,STT Periago,,
4208,STT Permata Bangsa Barito,,
4209,STT Pokok Anggur Jakarta,,
4210,STT Rumah Murid Kristus Bitung,,
4211,STT SAMUEL ELIZABETH,,
4212,STT SKRIPTURA INDONESIA,,
4213,STT SOE Prov. Nusa Tenggara Timur,,
4214,STT Sola Fide,,
4215,STT Sriwijaya Palembang,,
4216,STT STAR'S LUB LUWUK BANGGAI,,
4217,STT SULBAR DI MAMUJU,,
4218,STT Tabernakel Indonesia Surabaya,,
4219,STT TRINITY PARAPAT,,
4220,STT YESYURUN ARASTAMAR SERITI LUWU,,
4221,UNIVERSITAS  HARAPAN BANGSA,,
4222,Universitas  Harapan Bangsa,6,
4223,Universitas 17 Agustus 1945 Banyuwangi,7,
4224,Universitas 17 Agustus 1945 Cirebon,4,
4225,Universitas 17 Agustus 1945 Jakarta,3,
4226,UNIVERSITAS 17 AGUSTUS 1945 JAKARTA,,
4227,Universitas 17 Agustus 1945 Samarinda,11,
4228,Universitas 17 Agustus 1945 Semarang,6,
4229,Universitas 17 Agustus 1945 Surabaya,7,
4230,Universitas 45 Mataram,8,
4231,Universitas 45 Surabaya,7,
4232,Universitas Abdurachman Saleh,7,
4233,UNIVERSITAS ABDURRAB,10,
4234,Universitas Abdurrab,10,
4235,UNIVERSITAS ABDURRAB,,
4236,Universitas Abulyatama,13,
4237,UNIVERSITAS ABULYATAMA,13,
4238,UNIVERSITAS ABULYATAMA,,
4239,Universitas Achmad Yani Banjarmasin,11,
4240,Universitas Adhirajasa Reswara Sanjaya,4,
4241,UNIVERSITAS ADHIRAJASA RESWARA SANJAYA,4,
4242,UNIVERSITAS ADHIRAJASA RESWARA SANJAYA,,
4243,Universitas Adiwangsa Jambi,10,
4244,UNIVERSITAS ADIWANGSA JAMBI,,
4245,UNIVERSITAS ADVENT INDONESIA,4,
4246,Universitas Advent Indonesia,4,
4247,UNIVERSITAS ADVENT INDONESIA,,
4248,Universitas Agung Podomoro,3,
4249,Universitas Ahmad Dahlan,5,
4250,UNIVERSITAS AHMAD DAHLAN,,
4251,Universitas Airlangga,,
4252,UNIVERSITAS AIRLANGGA,,
4253,UNIVERSITAS AIRLANGGA,,
4254,UNIVERSITAS AISYAH PRINGSEWU,,
4255,UNIVERSITAS AISYIYAH BANDUNG,,
4256,UNIVERSITAS AISYIYAH SURAKARTA,6,
4257,UNIVERSITAS AISYIYAH SURAKARTA,,
4258,UNIVERSITAS AISYIYAH YOGYAKARTA,5,
4259,Universitas Aisyiyah Yogyakarta,5,
4260,UNIVERSITAS AISYIYAH YOGYAKARTA,,
4261,Universitas AKI,6,
4262,Universitas Aki,6,
4263,Universitas Al Asyariah Mandar,9,
4264,UNIVERSITAS AL ASYARIAH MANDAR,,
4265,Universitas Al Azhar Indonesia,3,
4266,Universitas Al Muslim,13,
4267,Universitas Al Washliyah,1,
4268,Universitas Al-Azhar,1,
4269,Universitas Al-azhar,1,
4270,Universitas Al-azhar Indonesia,3,
4271,Universitas Al-Azhar Indonesia,3,
4272,Universitas Al-ghifari,4,
4273,UNIVERSITAS AL-GHIFARI,,
4274,Universitas Al-Ghifari,4,
4275,Universitas Alkhairaat,16,
4276,UNIVERSITAS ALKHAIRAAT,,
4277,Universitas Al-Khairiyah,4,
4278,Universitas Alma Ata,5,
4279,UNIVERSITAS ALMA ATA,,
4280,Universitas Alma Ata Yogyakarta,5,
4281,UNIVERSITAS ALMUSLIM,,
4282,Universitas Al-Muslim,13,
4283,Universitas Alwashliyah,1,
4284,Universitas Al-Washliyah Labuhan Batu,1,
4285,Universitas Amal Ilmiah Yapis Wamena,14,
4286,Universitas Amikom Purwokerto,6,
4287,Universitas Amikom Yogyakarta,5,
4288,Universitas Amir Hamzah,1,
4289,UNIVERSITAS AN NUUR,6,
4290,UNIVERSITAS AN NUUR,,
4291,Universitas Andalas,,
4292,UNIVERSITAS ANDALAS,,
4293,UNIVERSITAS ANDALAS,,
4294,Universitas Andalas Kampus II Payakumbuh,,
4295,Universitas Andi Djemma Palopo,9,
4296,Universitas Antakusuma,11,
4297,Universitas Aryasatya Deo Muri,15,
4298,Universitas Asahan,1,
4299,Universitas Atma Jaya Makassar,9,
4300,Universitas Atma Jaya Yogyakarta,5,
4301,UNIVERSITAS AUDI INDONESIA,1,
4302,UNIVERSITAS AUFA ROYHAN,,
4303,Universitas Aufa Royhan,1,
4304,Universitas Baiturrahmah,10,
4305,UNIVERSITAS BAITURRAHMAH,10,
4306,UNIVERSITAS BAITURRAHMAH,,
4307,Universitas Bakrie,3,
4308,UNIVERSITAS BAKTI INDONESIA,,
4309,Universitas Bakti Indonesia,7,
4310,Universitas Bale Bandung,4,
4311,UNIVERSITAS BALE BANDUNG,,
4312,UNIVERSITAS BALI INTERNASIONAL,8,
4313,UNIVERSITAS BALI INTERNASIONAL,,
4314,Universitas Bali Internasional,8,
4315,Universitas Balikpapan,11,
4316,Universitas Bandar Lampung,2,
4317,Universitas Bandung Raya,4,
4318,Universitas Bangka Belitung,,
4319,Universitas Banten Jaya,4,
4320,Universitas Batam,10,
4321,UNIVERSITAS BATAM,10,
4322,UNIVERSITAS BATAM,,
4323,Universitas Batanghari,10,
4324,Universitas Batanghari Jambi,10,
4325,Universitas Battuta,1,
4326,Universitas Baturaja,2,
4327,Universitas Bengkulu,,
4328,UNIVERSITAS BENGKULU,,
4329,UNIVERSITAS BHAKTI KENCANA,,
4330,UNIVERSITAS BHAKTI KENCANA,,
4331,Universitas Bhayangkara Jakarta Raya,3,
4332,Universitas Bhayangkara Surabaya,7,
4333,Universitas Bhinneka PGRI,7,
4334,Universitas Billfath,7,
4335,Universitas Bina Bangsa,4,
4336,Universitas Bina Bangsa Getsempena,13,
4337,UNIVERSITAS BINA BANGSA GETSEMPENA,,
4338,Universitas Bina Darma,2,
4339,Universitas Bina Darma ,2,
4340,Universitas Bina Darma Palembang,2,
4341,Universitas Bina Insan,2,
4342,Universitas Bina Insani,4,
4343,UNIVERSITAS BINA MANDIRI GORONTALO,16,
4344,Universitas Bina Mandiri Gorontalo,16,
4345,Universitas Bina Nusantara,3,
4346,Universitas Bina Sarana Informatika,3,
4347,Universitas Bina Taruna Gorontalo,16,
4348,Universitas Binaniaga Indonesia,4,
4349,Universitas Binawan,3,
4350,UNIVERSITAS BINAWAN,3,
4351,UNIVERSITAS BINAWAN,,
4352,Universitas Bojonegoro,7,
4353,Universitas Bondowoso,7,
4354,UNIVERSITAS BONDOWOSO,,
4355,Universitas Borneo Tarakan,,
4356,UNIVERSITAS BORNEO TARAKAN,,
4357,Universitas Borobudur,3,
4358,UNIVERSITAS BOROBUDUR,3,
4359,UNIVERSITAS BOROBUDUR,,
4360,Universitas Bosowa,9,
4361,UNIVERSITAS BOSOWA,9,
4362,Universitas Bosowa Makassar,9,
4363,Universitas Boyolali,6,
4364,Universitas Brawijaya,,
4365,UNIVERSITAS BRAWIJAYA,,
4366,UNIVERSITAS BRAWIJAYA,,
4367,UNIVERSITAS BSI,4,
4368,UNIVERSITAS BSI,,
4369,Universitas BSI,4,
4370,UNIVERSITAS BUANA PERJUANGAN KARAWANG,,
4371,Universitas Buana Perjuangan Karawang,4,
4372,Universitas Buddhi Dharma,4,
4373,Universitas Budi Darma,1,
4374,Universitas Budi Luhur,3,
4375,Universitas Bumi Hijrah Tidore,12,
4376,UNIVERSITAS BUMI HIJRAH TIDORE,,
4377,Universitas Bumigora,8,
4378,UNIVERSITAS BUMIGORA,,
4379,Universitas Bunda Mulia,3,
4380,Universitas Bung Hatta,10,
4381,Universitas Bung Karno,3,
4382,Universitas Catur Insan Cendekia,4,
4383,Universitas Cendekia Abditama,4,
4384,UNIVERSITAS CENDEKIA ABDITAMA,,
4385,Universitas Cenderawasih,,
4386,UNIVERSITAS CENDERAWASIH,,
4387,UNIVERSITAS CENDERAWASIH,,
4388,Universitas Ciputra,7,
4389,Universitas Ciputra Surabaya,7,
4390,Universitas Citra Bangsa,15,
4391,UNIVERSITAS CITRA BANGSA,15,
4392,UNIVERSITAS CITRA BANGSA,,
4393,Universitas Cokroaminoto,5,
4394,Universitas Cokroaminoto ,5,
4395,Universitas Cokroaminoto Makassar,9,
4396,UNIVERSITAS COKROAMINOTO MAKASSAR,,
4397,Universitas Cokroaminoto Palopo,9,
4398,Universitas Cokroaminoto Yogyakarta,5,
4399,Universitas Cordova,8,
4400,Universitas Cut Nyak Dhien,1,
4401,Universitas Darma Agung,1,
4402,UNIVERSITAS DARMA AGUNG,1,
4403,UNIVERSITAS DARMA AGUNG,,
4404,Universitas Darma Persada,3,
4405,Universitas Darul  Ulum,7,
4406,Universitas Darul `Ulum,7,
4407,Universitas Darul Ulum Islamic Centre Sudirman,6,
4408,Universitas Darul Ulum Islamic Centre Sudirman Guppi,6,
4409,Universitas Darussalam Ambon,12,
4410,Universitas Darussalam Gontor,7,
4411,UNIVERSITAS DARUSSALAM GONTOR,,
4412,Universitas Darwan Ali,11,
4413,Universitas Dayanu Ikhsanuddin,9,
4414,UNIVERSITAS DAYANU IKHSANUDDIN,,
4415,Universitas Dehasen Bengkulu,2,
4416,UNIVERSITAS DEHASEN BENGKULU,2,
4417,Universitas Dharma Andalas,10,
4418,UNIVERSITAS DHARMA ANDALAS,,
4419,Universitas Dharmas Indonesia,10,
4420,UNIVERSITAS DHARMAS INDONESIA,,
4421,Universitas Dharmas Indonesia Padang,10,
4422,Universitas Dharmawangsa,1,
4423,Universitas Dhyana Pura,8,
4424,UNIVERSITAS DHYANA PURA,,
4425,Universitas Dian Nusantara,3,
4426,Universitas Dian Nuswantoro,6,
4427,UNIVERSITAS DIAN NUSWANTORO,6,
4428,UNIVERSITAS DIAN NUSWANTORO,,
4429,Universitas Dinamika,7,
4430,Universitas Dinamika Bangsa,10,
4431,Universitas Dipa Makassar,9,
4432,Universitas Diponegoro,,
4433,UNIVERSITAS DIPONEGORO,,
4434,UNIVERSITAS DIPONEGORO,,
4435,Universitas Dirgantara Marsekal Suryadarma,3,
4436,Universitas Djuanda,4,
4437,Universitas Doktor Nugroho Magetan,7,
4438,Universitas Dr Soetomo,7,
4439,Universitas Dr. Soetomo,7,
4440,UNIVERSITAS DR. SOETOMO,,
4441,Universitas Dumoga Kotamobagu,16,
4442,UNIVERSITAS DUTA BANGSA SURAKARTA,6,
4443,Universitas Duta Bangsa Surakarta,6,
4444,UNIVERSITAS DUTA BANGSA SURAKARTA,,
4445,Universitas Dwijendra,8,
4446,Universitas Efarina,1,
4447,UNIVERSITAS EFARINA,,
4448,Universitas Ekasakti,10,
4449,Universitas Esa Unggul,3,
4450,UNIVERSITAS ESA UNGGUL,3,
4451,UNIVERSITAS ESA UNGGUL,,
4452,Universitas Fajar,9,
4453,Universitas Fajar ,9,
4454,Universitas Fajar Makassar,9,
4455,Universitas Faletehan,4,
4456,UNIVERSITAS FALETEHAN,4,
4457,UNIVERSITAS FALETEHAN,,
4458,Universitas Flores,15,
4459,UNIVERSITAS FORT DE KOCK,10,
4460,UNIVERSITAS FORT DE KOCK,,
4461,Universitas Gadjah Mada,,
4462,UNIVERSITAS GADJAH MADA,,
4463,UNIVERSITAS GADJAH MADA,,
4464,Universitas Gajah Putih,13,
4465,Universitas Gajayana,7,
4466,UNIVERSITAS GALUH,,
4467,Universitas Galuh,4,
4468,Universitas Galuh Ciamis,4,
4469,Universitas Garut,4,
4470,UNIVERSITAS GARUT,,
4471,Universitas Global Jakarta,4,
4472,UNIVERSITAS GLOBAL JAKARTA,,
4473,UNIVERSITAS GORONTALO,16,
4474,Universitas Gorontalo,16,
4475,UNIVERSITAS GORONTALO,,
4476,Universitas Graha Nusantara,1,
4477,Universitas Gresik,7,
4478,UNIVERSITAS GRESIK,,
4479,Universitas Gunadarma,3,
4480,UNIVERSITAS GUNADARMA,3,
4481,UNIVERSITAS GUNADARMA,,
4482,Universitas Gunung Kidul,5,
4483,Universitas Gunung Leuser Aceh,13,
4484,Universitas Gunung Rinjani,8,
4485,UNIVERSITAS HAJI SUMATERA UTARA,1,
4486,Universitas Halim Sanusi,4,
4487,Universitas Halmahera,12,
4488,Universitas Halu Oleo,,
4489,UNIVERSITAS HALU OLEO,,
4490,UNIVERSITAS HALUOLEO,,
4491,UNIVERSITAS HALUOLEO,,
4492,Universitas Hamzanwadi,8,
4493,UNIVERSITAS HAMZANWADI,,
4494,Universitas Hang Tuah,7,
4495,UNIVERSITAS HANG TUAH,,
4496,Universitas Harapan,1,
4497,Universitas Harapan Medan,1,
4498,Universitas Hasanuddin,,
4499,UNIVERSITAS HASANUDDIN,,
4500,UNIVERSITAS HASANUDDIN,,
4501,Universitas Hasyim Asy'ari Tebuireng Jombang,7,
4502,Universitas Hayam Wuruk Perbanas Surabaya,7,
4503,Universitas Hein Namotemo,12,
4504,UNIVERSITAS HEIN NAMOTEMO,,
4505,Universitas Hindu Indonesia,8,
4506,Universitas Hindu Negeri I Gusti Bagus Sugriwa Denpasar,,
4507,Universitas HKBP Nommensen,1,
4508,UNIVERSITAS HKBP NOMMENSEN,,
4509,Universitas HKBP Nommensen Pematangsiantar,1,
4510,Universitas IBA,2,
4511,Universitas IBA Palembang,2,
4512,Universitas IBBI,1,
4513,Universitas Ibn Khaldun,4,
4514,UNIVERSITAS IBN KHALDUN,,
4515,Universitas Ibnu Chaldun,3,
4516,Universitas Ibnu Chaldun Jakarta,3,
4517,Universitas Ibnu Sina,10,
4518,UNIVERSITAS IBNU SINA,10,
4519,UNIVERSITAS IBNU SINA,,
4520,Universitas Ibrahimy,7,
4521,UNIVERSITAS IBRAHIMY,7,
4522,UNIVERSITAS IBRAHIMY,,
4523,Universitas Ibrahimy ,7,
4524,Universitas Ibrahimy Sukorejo Situbondo,7,
4525,Universitas Ichsan Gorontalo,16,
4526,UNIVERSITAS IMELDA MEDAN,1,
4527,UNIVERSITAS IMELDA MEDAN,,
4528,Universitas Imelda Medan,1,
4529,Universitas Indo Global Mandiri,2,
4530,Universitas Indonesia,,
4531,UNIVERSITAS INDONESIA,,
4532,UNIVERSITAS INDONESIA,,
4533,Universitas Indonesia Mandiri,4,
4534,Universitas Indonesia Membangun,4,
4535,UNIVERSITAS INDONESIA TIMUR,9,
4536,UNIVERSITAS INDONESIA TIMUR,,
4537,Universitas Indonesia Timur,9,
4538,Universitas Indraprasta PGRI,3,
4539,Universitas Informatika Dan Bisnis Indonesia,4,
4540,Universitas Insan Cendekia Mandiri,4,
4541,Universitas Internasional Batam,10,
4542,Universitas Internasional Semen Indonesia,7,
4543,Universitas Iqra Buru,12,
4544,Universitas Iskandar Muda,13,
4545,Universitas Islam 45,4,
4546,Universitas Islam 45 Bekasi,4,
4547,UNIVERSITAS ISLAM AL-AZHAR,,
4548,Universitas Islam Al-Azhar Mataram,8,
4549,Universitas Islam Al-azhar Mataram,8,
4550,Universitas Islam Al-Ihya Kuningan,4,
4551,UNIVERSITAS ISLAM AL-IHYA KUNINGAN,,
4552,UNIVERSITAS ISLAM AS-SYAFI IYAH,,
4553,Universitas Islam As-Syafiiyah,3,
4554,Universitas Islam As-syafiiyah,3,
4555,UNIVERSITAS ISLAM AS-SYAFI'IYAH,,
4556,Universitas Islam Balitar,7,
4557,Universitas Islam Bandung,4,
4558,UNIVERSITAS ISLAM BANDUNG,,
4559,Universitas Islam Batik,6,
4560,Universitas Islam Darul `ulum,7,
4561,Universitas Islam Darul 'Ulum,7,
4562,Universitas Islam Indonesia,5,
4563,UNIVERSITAS ISLAM INDONESIA,5,
4564,UNIVERSITAS ISLAM INDONESIA,,
4565,Universitas Islam Indragiri,10,
4566,Universitas Islam Jakarta,3,
4567,Universitas Islam Jember,7,
4568,UNIVERSITAS ISLAM JEMBER,,
4569,Universitas Islam Kadiri,7,
4570,Universitas Islam Kalimantan Muhammad Arsyad Al Banjari Banjarmasin,11,
4571,UNIVERSITAS ISLAM KALIMANTAN MUHAMMAD ARSYAD AL BANJARI BANJARMASIN,,
4572,Universitas Islam Kalimantan Muhammad Arsyad Al-Banjary Banjarmasin,11,
4573,Universitas Islam Kebangsaan,13,
4574,Universitas Islam Kebangsaan Indonesia,13,
4575,Universitas Islam Kuantan Singingi,10,
4576,Universitas Islam Labuhan Batu,1,
4577,Universitas Islam Lamongan,7,
4578,UNIVERSITAS ISLAM LAMONGAN,,
4579,Universitas Islam Madura,7,
4580,UNIVERSITAS ISLAM MADURA,,
4581,UNIVERSITAS ISLAM MADURA,,
